,wwl:west:kin4140_stfmp,wwl:west:kin4140_wllevel,wwl:west:kin4140_p1cSPD,wwl:west:kin4140_p2cSPD,wwl:west:kin4140_p3cSPD
04-Jan-20 12:45:00,12,7.300000191,0,0,41
04-Jan-20 12:46:00,11,7.300000191,0,0,41
04-Jan-20 12:47:00,11,7.300000191,0,0,41
04-Jan-20 12:48:00,12,7.300000191,0,0,41
04-Jan-20 12:49:00,11,7.199999809,0,0,41
04-Jan-20 12:50:00,11,7.199999809,0,0,41
04-Jan-20 12:51:00,12,7.199999809,0,0,41
04-Jan-20 12:52:00,11,7.252149105,0,0,41
04-Jan-20 12:53:00,11,7.199999809,0,0,41
04-Jan-20 12:54:00,11,7.199999809,0,0,40
04-Jan-20 12:55:00,11,7.199999809,0,0,40
04-Jan-20 12:56:00,11,7.199999809,0,0,40
04-Jan-20 12:57:00,11,7.199999809,0,0,40
04-Jan-20 12:58:00,11,7.199999809,0,0,40
04-Jan-20 12:59:00,11,7.199999809,0,0,40
04-Jan-20 13:00:00,11,7.199999809,0,0,40
04-Jan-20 13:01:00,11,7.199999809,0,0,40
04-Jan-20 13:02:00,11,7.199999809,0,0,40
04-Jan-20 13:03:00,11,7.199999809,0,0,40
04-Jan-20 13:04:00,11,7.199999809,0,0,40
04-Jan-20 13:05:00,11,7.199999809,0,0,40
04-Jan-20 13:06:00,11,7.199999809,0,0,40
04-Jan-20 13:07:00,11,7.199999809,0,0,40
04-Jan-20 13:08:00,11,7.199999809,0,0,40
04-Jan-20 13:09:00,11,7.199999809,0,0,40
04-Jan-20 13:10:00,11,7.199999809,0,0,40
04-Jan-20 13:11:00,11,7.199999809,0,0,40
04-Jan-20 13:12:00,11,7.199999809,0,0,40
04-Jan-20 13:13:00,11,7.199999809,0,0,40
04-Jan-20 13:14:00,11,7.199999809,0,0,40
04-Jan-20 13:15:00,11,7.199999809,0,0,40
04-Jan-20 13:16:00,11,7.099999905,0,0,40
04-Jan-20 13:17:00,11,7.099999905,0,0,39
04-Jan-20 13:18:00,11,7.099999905,0,0,39
04-Jan-20 13:19:00,11,7.099999905,0,0,39
04-Jan-20 13:20:00,11,7.099999905,0,0,39
04-Jan-20 13:21:00,11,7,0,0,39
04-Jan-20 13:22:00,11,7,0,0,38
04-Jan-20 13:23:00,11,7,0,0,38
04-Jan-20 13:24:00,11,7,0,0,38
04-Jan-20 13:25:00,11,7,0,0,38
04-Jan-20 13:26:00,11,7,0,0,38
04-Jan-20 13:27:00,11,7,0,0,38
04-Jan-20 13:28:00,11,7,0,0,38
04-Jan-20 13:29:00,11,7,0,0,38
04-Jan-20 13:30:00,11,7,0,0,37
04-Jan-20 13:31:00,11,7,0,0,38
04-Jan-20 13:32:00,11,7,0,0,38
04-Jan-20 13:33:00,11,7,0,0,38
04-Jan-20 13:34:00,11,7,0,0,38
04-Jan-20 13:35:00,11,7,0,0,38
04-Jan-20 13:36:00,11,7,0,0,38
04-Jan-20 13:37:00,11,7,0,0,38
04-Jan-20 13:38:00,11,6.900000095,0,0,37
04-Jan-20 13:39:00,11,6.900000095,0,0,37
04-Jan-20 13:40:00,10.47048759,6.900000095,0,0,37
04-Jan-20 13:41:00,11,6.900000095,0,0,37
04-Jan-20 13:42:00,11,7,0,0,37
04-Jan-20 13:43:00,11,6.900000095,0,0,37
04-Jan-20 13:44:00,11,6.900000095,0,0,37
04-Jan-20 13:45:00,11,6.900000095,0,0,37
04-Jan-20 13:46:00,11,6.900000095,0,0,37
04-Jan-20 13:47:00,11,6.900000095,0,0,37
04-Jan-20 13:48:00,11,6.900000095,0,0,37
04-Jan-20 13:49:00,11,6.900000095,0,0,37
04-Jan-20 13:50:00,11,6.900000095,0,0,36.48154831
04-Jan-20 13:51:00,10,6.900000095,0,0,36
04-Jan-20 13:52:00,11,6.900000095,0,0,37
04-Jan-20 13:53:00,10.51789665,6.900000095,0,0,37
04-Jan-20 13:54:00,10.54812813,6.900000095,0,0,36.54813004
04-Jan-20 13:55:00,10,6.900000095,0,0,36
04-Jan-20 13:56:00,11,6.900000095,0,0,36
04-Jan-20 13:57:00,10.46971035,6.900000095,0,0,36
04-Jan-20 13:58:00,11,6.900000095,0,0,37
04-Jan-20 13:59:00,10.45547485,6.900000095,0,0,37
04-Jan-20 14:00:00,11,6.900000095,0,0,37
04-Jan-20 14:01:00,11,6.900000095,0,0,37
04-Jan-20 14:02:00,11,6.900000095,0,0,37
04-Jan-20 14:03:00,11,6.900000095,0,0,37
04-Jan-20 14:04:00,11,6.900000095,0,0,37
04-Jan-20 14:05:00,11,6.900000095,0,0,37
04-Jan-20 14:06:00,11,6.900000095,0,0,37
04-Jan-20 14:07:00,11,6.900000095,0,0,37
04-Jan-20 14:08:00,10.51452351,6.900000095,0,0,36
04-Jan-20 14:09:00,10,6.800000191,0,0,36
04-Jan-20 14:10:00,10,6.800000191,0,0,36
04-Jan-20 14:11:00,10,6.800000191,0,0,36
04-Jan-20 14:12:00,10,6.800000191,0,0,36
04-Jan-20 14:13:00,11,6.800000191,0,0,36
04-Jan-20 14:14:00,10,6.800000191,0,0,36
04-Jan-20 14:15:00,10,6.900000095,0,0,37
04-Jan-20 14:16:00,11,6.900000095,0,0,37
04-Jan-20 14:17:00,11,6.900000095,0,0,37
04-Jan-20 14:18:00,11,6.900000095,0,0,37
04-Jan-20 14:19:00,10.50939083,6.900000095,0,0,37
04-Jan-20 14:20:00,11,6.900000095,0,0,37
04-Jan-20 14:21:00,11,6.900000095,0,0,37
04-Jan-20 14:22:00,10.46952438,6.900000095,0,0,37
04-Jan-20 14:23:00,11,6.900000095,0,0,37
04-Jan-20 14:24:00,11,6.900000095,0,0,37
04-Jan-20 14:25:00,10.48619843,6.900000095,0,0,37
04-Jan-20 14:26:00,10,6.900000095,0,0,36
04-Jan-20 14:27:00,10,6.900000095,0,0,36
04-Jan-20 14:28:00,10,6.900000095,0,0,36
04-Jan-20 14:29:00,10.45991802,6.900000095,0,0,36
04-Jan-20 14:30:00,11,6.900000095,0,0,37
04-Jan-20 14:31:00,11,6.900000095,0,0,37
04-Jan-20 14:32:00,11,6.900000095,0,0,37
04-Jan-20 14:33:00,11,6.900000095,0,0,37
04-Jan-20 14:34:00,11,6.900000095,0,0,37
04-Jan-20 14:35:00,11,6.900000095,0,0,37
04-Jan-20 14:36:00,11,6.900000095,0,0,37
04-Jan-20 14:37:00,11,6.900000095,0,0,37
04-Jan-20 14:38:00,11,6.900000095,0,0,37
04-Jan-20 14:39:00,11,6.900000095,0,0,37
04-Jan-20 14:40:00,11,6.900000095,0,0,37
04-Jan-20 14:41:00,11,6.900000095,0,0,37
04-Jan-20 14:42:00,11,6.900000095,0,0,37
04-Jan-20 14:43:00,11,6.900000095,0,0,37
04-Jan-20 14:44:00,11,6.900000095,0,0,37
04-Jan-20 14:45:00,11,6.900000095,0,0,37
04-Jan-20 14:46:00,11,6.900000095,0,0,37
04-Jan-20 14:47:00,11,6.900000095,0,0,37
04-Jan-20 14:48:00,11,7,0,0,37.51226044
04-Jan-20 14:49:00,11,6.900000095,0,0,37
04-Jan-20 14:50:00,11,6.900000095,0,0,37
04-Jan-20 14:51:00,11,6.900000095,0,0,37
04-Jan-20 14:52:00,11,6.900000095,0,0,37
04-Jan-20 14:53:00,11,7,0,0,38
04-Jan-20 14:54:00,11,7,0,0,37
04-Jan-20 14:55:00,11,7,0,0,37
04-Jan-20 14:56:00,11,7,0,0,38
04-Jan-20 14:57:00,11,7,0,0,38
04-Jan-20 14:58:00,11,7,0,0,38
04-Jan-20 14:59:00,11,7,0,0,38
04-Jan-20 15:00:00,11,7,0,0,38
04-Jan-20 15:01:00,11,7,0,0,38
04-Jan-20 15:02:00,11,7,0,0,38
04-Jan-20 15:03:00,11,6.900000095,0,0,37
04-Jan-20 15:04:00,11,6.900000095,0,0,37
04-Jan-20 15:05:00,10,6.900000095,0,0,37
04-Jan-20 15:06:00,11,6.900000095,0,0,37
04-Jan-20 15:07:00,11,6.900000095,0,0,37
04-Jan-20 15:08:00,11,6.900000095,0,0,37
04-Jan-20 15:09:00,11,6.900000095,0,0,37
04-Jan-20 15:10:00,11,6.900000095,0,0,37
04-Jan-20 15:11:00,11,6.900000095,0,0,37
04-Jan-20 15:12:00,11,6.900000095,0,0,37
04-Jan-20 15:13:00,11,6.900000095,0,0,37
04-Jan-20 15:14:00,11,6.900000095,0,0,37
04-Jan-20 15:15:00,11,6.900000095,0,0,37
04-Jan-20 15:16:00,11,7,0,0,38
04-Jan-20 15:17:00,11,7,0,0,38
04-Jan-20 15:18:00,11,7,0,0,38
04-Jan-20 15:19:00,11,7,0,0,38
04-Jan-20 15:20:00,11,7,0,0,38
04-Jan-20 15:21:00,11,7,0,0,38
04-Jan-20 15:22:00,11,7,0,0,37
04-Jan-20 15:23:00,11,6.900000095,0,0,37
04-Jan-20 15:24:00,10,6.900000095,0,0,37
04-Jan-20 15:25:00,11,6.900000095,0,0,37
04-Jan-20 15:26:00,11,6.900000095,0,0,37
04-Jan-20 15:27:00,11,6.900000095,0,0,37
04-Jan-20 15:28:00,11,6.900000095,0,0,37
04-Jan-20 15:29:00,11,6.900000095,0,0,37
04-Jan-20 15:30:00,11,6.900000095,0,0,37
04-Jan-20 15:31:00,11,6.900000095,0,0,37
04-Jan-20 15:32:00,11,6.900000095,0,0,37
04-Jan-20 15:33:00,10.50278854,6.900000095,0,0,37
04-Jan-20 15:34:00,11,6.900000095,0,0,37
04-Jan-20 15:35:00,11,6.900000095,0,0,37
04-Jan-20 15:36:00,11,6.900000095,0,0,37
04-Jan-20 15:37:00,11,7,0,0,38
04-Jan-20 15:38:00,11,7,0,0,38
04-Jan-20 15:39:00,11,7,0,0,38
04-Jan-20 15:40:00,11,7,0,0,38
04-Jan-20 15:41:00,11,7,0,0,37
04-Jan-20 15:42:00,11,6.900000095,0,0,37
04-Jan-20 15:43:00,11,6.900000095,0,0,37
04-Jan-20 15:44:00,10.56959343,6.900000095,0,0,37
04-Jan-20 15:45:00,11,6.900000095,0,0,37
04-Jan-20 15:46:00,11,6.900000095,0,0,37
04-Jan-20 15:47:00,11,6.900000095,0,0,37
04-Jan-20 15:48:00,11,7,0,0,38
04-Jan-20 15:49:00,11,7,0,0,38
04-Jan-20 15:50:00,11,7,0,0,38
04-Jan-20 15:51:00,11,7,0,0,38
04-Jan-20 15:52:00,11,7,0,0,38
04-Jan-20 15:53:00,11,7,0,0,38
04-Jan-20 15:54:00,11,7,0,0,38
04-Jan-20 15:55:00,11,7,0,0,38
04-Jan-20 15:56:00,11,7,0,0,38
04-Jan-20 15:57:00,11,7,0,0,38.49306107
04-Jan-20 15:58:00,11,7.099999905,0,0,39
04-Jan-20 15:59:00,11,7.099999905,0,0,39
04-Jan-20 16:00:00,11,7.099999905,0,0,39
04-Jan-20 16:01:00,11,7.099999905,0,0,39
04-Jan-20 16:02:00,11,7.099999905,0,0,39
04-Jan-20 16:03:00,11,7.099999905,0,0,39
04-Jan-20 16:04:00,11,7.099999905,0,0,39
04-Jan-20 16:05:00,11,7.099999905,0,0,39
04-Jan-20 16:06:00,11,7.099999905,0,0,39
04-Jan-20 16:07:00,11,7.099999905,0,0,39
04-Jan-20 16:08:00,11,7.099999905,0,0,39
04-Jan-20 16:09:00,11,7.099999905,0,0,39
04-Jan-20 16:10:00,11,7.099999905,0,0,39
04-Jan-20 16:11:00,11,7.099999905,0,0,39
04-Jan-20 16:12:00,11,7.099999905,0,0,39
04-Jan-20 16:13:00,11,7.099999905,0,0,39
04-Jan-20 16:14:00,11,7.099999905,0,0,40
04-Jan-20 16:15:00,11,7.151824951,0,0,40
04-Jan-20 16:16:00,11,7.199999809,0,0,40
04-Jan-20 16:17:00,11,7.199999809,0,0,40
04-Jan-20 16:18:00,11,7.199999809,0,0,40
04-Jan-20 16:19:00,11,7.199999809,0,0,40
04-Jan-20 16:20:00,11,7.199999809,0,0,40
04-Jan-20 16:21:00,11,7.199999809,0,0,40
04-Jan-20 16:22:00,11,7.199999809,0,0,40
04-Jan-20 16:23:00,11,7.199999809,0,0,40
04-Jan-20 16:24:00,11,7.199999809,0,0,40
04-Jan-20 16:25:00,11,7.199999809,0,0,40
04-Jan-20 16:26:00,11,7.199999809,0,0,40
04-Jan-20 16:27:00,11,7.199999809,0,0,40
04-Jan-20 16:28:00,11,7.199999809,0,0,40
04-Jan-20 16:29:00,11,7.199999809,0,0,40
04-Jan-20 16:30:00,11,7.199999809,0,0,40
04-Jan-20 16:31:00,11,7.199999809,0,0,40
04-Jan-20 16:32:00,11,7.199999809,0,0,40
04-Jan-20 16:33:00,11,7.199999809,0,0,40
04-Jan-20 16:34:00,11,7.099999905,0,0,40
04-Jan-20 16:35:00,11,7.099999905,0,0,40
04-Jan-20 16:36:00,11,7.099999905,0,0,40
04-Jan-20 16:37:00,11,7.099999905,0,0,39
04-Jan-20 16:38:00,11,7.099999905,0,0,39
04-Jan-20 16:39:00,11,7.099999905,0,0,39
04-Jan-20 16:40:00,11,7.099999905,0,0,39
04-Jan-20 16:41:00,11,7.099999905,0,0,39
04-Jan-20 16:42:00,11,7.099999905,0,0,39
04-Jan-20 16:43:00,11,7.099999905,0,0,39
04-Jan-20 16:44:00,11,7,0,0,38
04-Jan-20 16:45:00,11,7,0,0,38
04-Jan-20 16:46:00,11,7,0,0,38
04-Jan-20 16:47:00,11,7,0,0,38
04-Jan-20 16:48:00,11,7,0,0,38
04-Jan-20 16:49:00,11,7,0,0,38
04-Jan-20 16:50:00,11,7,0,0,38
04-Jan-20 16:51:00,11,6.900000095,0,0,37
04-Jan-20 16:52:00,11,6.900000095,0,0,37
04-Jan-20 16:53:00,11,6.900000095,0,0,37
04-Jan-20 16:54:00,10,6.900000095,0,0,37
04-Jan-20 16:55:00,11,6.900000095,0,0,37
04-Jan-20 16:56:00,11,6.900000095,0,0,37
04-Jan-20 16:57:00,11,6.900000095,0,0,37
04-Jan-20 16:58:00,11,6.900000095,0,0,37
04-Jan-20 16:59:00,11,6.900000095,0,0,37
04-Jan-20 17:00:00,11,6.900000095,0,0,37
04-Jan-20 17:01:00,11,6.900000095,0,0,37
04-Jan-20 17:02:00,11,6.900000095,0,0,37
04-Jan-20 17:03:00,11,6.900000095,0,0,37
04-Jan-20 17:04:00,11,6.900000095,0,0,37
04-Jan-20 17:05:00,11,6.900000095,0,0,37
04-Jan-20 17:06:00,11,6.900000095,0,0,37
04-Jan-20 17:07:00,11,6.900000095,0,0,37
04-Jan-20 17:08:00,11,6.900000095,0,0,37
04-Jan-20 17:09:00,11,6.900000095,0,0,37
04-Jan-20 17:10:00,10,6.900000095,0,0,37
04-Jan-20 17:11:00,11,6.900000095,0,0,36
04-Jan-20 17:12:00,10.49352074,6.900000095,0,0,36
04-Jan-20 17:13:00,10.47290325,6.900000095,0,0,36
04-Jan-20 17:14:00,11,6.900000095,0,0,37
04-Jan-20 17:15:00,11,6.900000095,0,0,37
04-Jan-20 17:16:00,10.52976799,6.900000095,0,0,37
04-Jan-20 17:17:00,11,6.900000095,0,0,37
04-Jan-20 17:18:00,11,6.900000095,0,0,37
04-Jan-20 17:19:00,11,6.900000095,0,0,37
04-Jan-20 17:20:00,11,6.900000095,0,0,37
04-Jan-20 17:21:00,11,6.900000095,0,0,37
04-Jan-20 17:22:00,11,6.900000095,0,0,37
04-Jan-20 17:23:00,11,6.900000095,0,0,37
04-Jan-20 17:24:00,10,6.900000095,0,0,37
04-Jan-20 17:25:00,11,6.900000095,0,0,37
04-Jan-20 17:26:00,11,6.900000095,0,0,37
04-Jan-20 17:27:00,10.52952576,6.900000095,0,0,37
04-Jan-20 17:28:00,11,6.900000095,0,0,37
04-Jan-20 17:29:00,11,6.900000095,0,0,37
04-Jan-20 17:30:00,11,6.900000095,0,0,37
04-Jan-20 17:31:00,10,6.900000095,0,0,37
04-Jan-20 17:32:00,11,6.900000095,0,0,37
04-Jan-20 17:33:00,11,6.900000095,0,0,37
04-Jan-20 17:34:00,10,6.900000095,0,0,37
04-Jan-20 17:35:00,11,6.900000095,0,0,37
04-Jan-20 17:36:00,11,6.900000095,0,0,37
04-Jan-20 17:37:00,11,6.900000095,0,0,36
04-Jan-20 17:38:00,10,6.900000095,0,0,36
04-Jan-20 17:39:00,10,6.900000095,0,0,36
04-Jan-20 17:40:00,10.52391052,6.900000095,0,0,36
04-Jan-20 17:41:00,11,6.900000095,0,0,36
04-Jan-20 17:42:00,10,6.900000095,0,0,37
04-Jan-20 17:43:00,11,6.900000095,0,0,37
04-Jan-20 17:44:00,11,6.900000095,0,0,37
04-Jan-20 17:45:00,11,6.900000095,0,0,37
04-Jan-20 17:46:00,11,6.900000095,0,0,37
04-Jan-20 17:47:00,11,6.900000095,0,0,37
04-Jan-20 17:48:00,11,6.900000095,0,0,37
04-Jan-20 17:49:00,11,6.900000095,0,0,37
04-Jan-20 17:50:00,11,6.900000095,0,0,37
04-Jan-20 17:51:00,11,6.900000095,0,0,37
04-Jan-20 17:52:00,11,6.900000095,0,0,37
04-Jan-20 17:53:00,10.47715569,6.900000095,0,0,37
04-Jan-20 17:54:00,10,6.900000095,0,0,37
04-Jan-20 17:55:00,11,6.900000095,0,0,36
04-Jan-20 17:56:00,10,6.900000095,0,0,36
04-Jan-20 17:57:00,11,6.900000095,0,0,36
04-Jan-20 17:58:00,11,6.900000095,0,0,36
04-Jan-20 17:59:00,11,6.800000191,0,0,36
04-Jan-20 18:00:00,10.46676159,6.800000191,0,0,36
04-Jan-20 18:01:00,10.48621655,6.800000191,0,0,36
04-Jan-20 18:02:00,10,6.800000191,0,0,36
04-Jan-20 18:03:00,11,6.900000095,0,0,37
04-Jan-20 18:04:00,11,6.900000095,0,0,37
04-Jan-20 18:05:00,11,6.900000095,0,0,37
04-Jan-20 18:06:00,10,6.900000095,0,0,37
04-Jan-20 18:07:00,11,6.900000095,0,0,37
04-Jan-20 18:08:00,11,6.900000095,0,0,37
04-Jan-20 18:09:00,11,6.900000095,0,0,37
04-Jan-20 18:10:00,10,6.900000095,0,0,37
04-Jan-20 18:11:00,10,6.900000095,0,0,36
04-Jan-20 18:12:00,11,6.900000095,0,0,36
04-Jan-20 18:13:00,10.47244072,6.900000095,0,0,36
04-Jan-20 18:14:00,10.46993923,6.900000095,0,0,36
04-Jan-20 18:15:00,11,6.900000095,0,0,36
04-Jan-20 18:16:00,11,6.800000191,0,0,36
04-Jan-20 18:17:00,10,6.800000191,0,0,36
04-Jan-20 18:18:00,10,6.800000191,0,0,36
04-Jan-20 18:19:00,10.52613258,6.800000191,0,0,36
04-Jan-20 18:20:00,10,6.800000191,0,0,36
04-Jan-20 18:21:00,10,6.800000191,0,0,36
04-Jan-20 18:22:00,10,6.800000191,0,0,36
04-Jan-20 18:23:00,11,6.900000095,0,0,36
04-Jan-20 18:24:00,11,6.900000095,0,0,37
04-Jan-20 18:25:00,11,6.900000095,0,0,37
04-Jan-20 18:26:00,11,6.900000095,0,0,37
04-Jan-20 18:27:00,11,6.900000095,0,0,37
04-Jan-20 18:28:00,10,6.900000095,0,0,37
04-Jan-20 18:29:00,11,6.900000095,0,0,36
04-Jan-20 18:30:00,10,6.900000095,0,0,37
04-Jan-20 18:31:00,11,6.900000095,0,0,36
04-Jan-20 18:32:00,11,6.900000095,0,0,37
04-Jan-20 18:33:00,11,6.900000095,0,0,37
04-Jan-20 18:34:00,11,6.900000095,0,0,37
04-Jan-20 18:35:00,11,6.900000095,0,0,37
04-Jan-20 18:36:00,11,6.900000095,0,0,37
04-Jan-20 18:37:00,10,6.900000095,0,0,36
04-Jan-20 18:38:00,10.52597809,6.900000095,0,0,37
04-Jan-20 18:39:00,11,6.900000095,0,0,36
04-Jan-20 18:40:00,11,6.900000095,0,0,36
04-Jan-20 18:41:00,11,6.900000095,0,0,36.44454956
04-Jan-20 18:42:00,11,6.900000095,0,0,37
04-Jan-20 18:43:00,11,6.900000095,0,0,37
04-Jan-20 18:44:00,11,6.900000095,0,0,37
04-Jan-20 18:45:00,11,6.900000095,0,0,37
04-Jan-20 18:46:00,11,6.900000095,0,0,37
04-Jan-20 18:47:00,11,6.900000095,0,0,37
04-Jan-20 18:48:00,11,6.900000095,0,0,37
04-Jan-20 18:49:00,11,6.900000095,0,0,37
04-Jan-20 18:50:00,10,6.900000095,0,0,37
04-Jan-20 18:51:00,11,6.900000095,0,0,37
04-Jan-20 18:52:00,11,6.900000095,0,0,37
04-Jan-20 18:53:00,11,6.900000095,0,0,37
04-Jan-20 18:54:00,11,6.900000095,0,0,37
04-Jan-20 18:55:00,11,6.900000095,0,0,37
04-Jan-20 18:56:00,11,6.900000095,0,0,37
04-Jan-20 18:57:00,11,6.900000095,0,0,37
04-Jan-20 18:58:00,11,6.900000095,0,0,37
04-Jan-20 18:59:00,11,6.900000095,0,0,36
04-Jan-20 19:00:00,10,6.900000095,0,0,36
04-Jan-20 19:01:00,11,6.900000095,0,0,37
04-Jan-20 19:02:00,11,6.900000095,0,0,37
04-Jan-20 19:03:00,11,6.900000095,0,0,37
04-Jan-20 19:04:00,11,6.900000095,0,0,37
04-Jan-20 19:05:00,11,6.900000095,0,0,37
04-Jan-20 19:06:00,11,6.900000095,0,0,37
04-Jan-20 19:07:00,11,6.900000095,0,0,37
04-Jan-20 19:08:00,11,6.900000095,0,0,37
04-Jan-20 19:09:00,10,6.900000095,0,0,36
04-Jan-20 19:10:00,11,6.900000095,0,0,36
04-Jan-20 19:11:00,11,6.900000095,0,0,37
04-Jan-20 19:12:00,11,6.900000095,0,0,37
04-Jan-20 19:13:00,11,6.900000095,0,0,37
04-Jan-20 19:14:00,11,6.900000095,0,0,37
04-Jan-20 19:15:00,11,6.900000095,0,0,37
04-Jan-20 19:16:00,10,6.900000095,0,0,37
04-Jan-20 19:17:00,11,6.900000095,0,0,37
04-Jan-20 19:18:00,11,6.900000095,0,0,37
04-Jan-20 19:19:00,10,6.800000191,0,0,36
04-Jan-20 19:20:00,10.52036381,6.800000191,0,0,36
04-Jan-20 19:21:00,10,6.800000191,0,0,36
04-Jan-20 19:22:00,11,6.900000095,0,0,36
04-Jan-20 19:23:00,11,6.900000095,0,0,37
04-Jan-20 19:24:00,11,6.900000095,0,0,37
04-Jan-20 19:25:00,11,6.900000095,0,0,37
04-Jan-20 19:26:00,10.48922729,6.900000095,0,0,37
04-Jan-20 19:27:00,11,6.900000095,0,0,37
04-Jan-20 19:28:00,11,6.900000095,0,0,37
04-Jan-20 19:29:00,11,6.900000095,0,0,37
04-Jan-20 19:30:00,10,6.900000095,0,0,37
04-Jan-20 19:31:00,11,6.900000095,0,0,36
04-Jan-20 19:32:00,10,6.800000191,0,0,36
04-Jan-20 19:33:00,10,6.800000191,0,0,36
04-Jan-20 19:34:00,11,6.800000191,0,0,36
04-Jan-20 19:35:00,11,6.848377705,0,0,36
04-Jan-20 19:36:00,11,6.900000095,0,0,37
04-Jan-20 19:37:00,11,6.900000095,0,0,37
04-Jan-20 19:38:00,10.47810078,6.900000095,0,0,37
04-Jan-20 19:39:00,11,6.900000095,0,0,37
04-Jan-20 19:40:00,11,6.900000095,0,0,37
04-Jan-20 19:41:00,11,7,0,0,38
04-Jan-20 19:42:00,11,7.099999905,0,0,39
04-Jan-20 19:43:00,11,7.099999905,0,0,39
04-Jan-20 19:44:00,11,7.099999905,0,0,39
04-Jan-20 19:45:00,11,7.099999905,0,0,39
04-Jan-20 19:46:00,11,7.099999905,0,0,39
04-Jan-20 19:47:00,11,7.099999905,0,0,39
04-Jan-20 19:48:00,11,7.199999809,0,0,40
04-Jan-20 19:49:00,11,7.199999809,0,0,40
04-Jan-20 19:50:00,11,7.199999809,0,0,40
04-Jan-20 19:51:00,11,7.199999809,0,0,40
04-Jan-20 19:52:00,11,7.199999809,0,0,40
04-Jan-20 19:53:00,11,7.199999809,0,0,40
04-Jan-20 19:54:00,11,7.199999809,0,0,41
04-Jan-20 19:55:00,11,7.199999809,0,0,41
04-Jan-20 19:56:00,11,7.300000191,0,0,41
04-Jan-20 19:57:00,11,7.300000191,0,0,41
04-Jan-20 19:58:00,11,7.300000191,0,0,41
04-Jan-20 19:59:00,11,7.300000191,0,0,41
04-Jan-20 20:00:00,12,7.300000191,0,0,41
04-Jan-20 20:01:00,11.54007435,7.300000191,0,0,41
04-Jan-20 20:02:00,11,7.300000191,0,0,41
04-Jan-20 20:03:00,12,7.300000191,0,0,41
04-Jan-20 20:04:00,12,7.300000191,0,0,41
04-Jan-20 20:05:00,12,7.300000191,0,0,41
04-Jan-20 20:06:00,11,7.300000191,0,0,41
04-Jan-20 20:07:00,11,7.300000191,0,0,41
04-Jan-20 20:08:00,12,7.300000191,0,0,41
04-Jan-20 20:09:00,12,7.300000191,0,0,41
04-Jan-20 20:10:00,12,7.300000191,0,0,41
04-Jan-20 20:11:00,12,7.199999809,0,0,41
04-Jan-20 20:12:00,12,7.300000191,0,0,41
04-Jan-20 20:13:00,11,7.199999809,0,0,40
04-Jan-20 20:14:00,11,7.199999809,0,0,40
04-Jan-20 20:15:00,11,7.199999809,0,0,40
04-Jan-20 20:16:00,10.52889824,7.199999809,40,0,0
04-Jan-20 20:17:00,11,7.199999809,40,0,0
04-Jan-20 20:18:00,11,7.199999809,40,0,0
04-Jan-20 20:19:00,11,7.199999809,40,0,0
04-Jan-20 20:20:00,11,7.199999809,40,0,0
04-Jan-20 20:21:00,11,7.099999905,40,0,0
04-Jan-20 20:22:00,11,7.099999905,40,0,0
04-Jan-20 20:23:00,11,7.099999905,39,0,0
04-Jan-20 20:24:00,11,7.099999905,39,0,0
04-Jan-20 20:25:00,11,7.099999905,39,0,0
04-Jan-20 20:26:00,11,7.099999905,39,0,0
04-Jan-20 20:27:00,11,7,38,0,0
04-Jan-20 20:28:00,11,7,38,0,0
04-Jan-20 20:29:00,11,7,38,0,0
04-Jan-20 20:30:00,11,7,38,0,0
04-Jan-20 20:31:00,11,7,38,0,0
04-Jan-20 20:32:00,11,7,38,0,0
04-Jan-20 20:33:00,11,6.900000095,37,0,0
04-Jan-20 20:34:00,11,6.900000095,37,0,0
04-Jan-20 20:35:00,11,6.900000095,37,0,0
04-Jan-20 20:36:00,11,6.900000095,37,0,0
04-Jan-20 20:37:00,11,6.900000095,37,0,0
04-Jan-20 20:38:00,11,6.900000095,37,0,0
04-Jan-20 20:39:00,11,6.900000095,37,0,0
04-Jan-20 20:40:00,11,6.900000095,37,0,0
04-Jan-20 20:41:00,11,6.900000095,37,0,0
04-Jan-20 20:42:00,11,6.900000095,37,0,0
04-Jan-20 20:43:00,11,6.900000095,37,0,0
04-Jan-20 20:44:00,11,6.900000095,36,0,0
04-Jan-20 20:45:00,11,6.900000095,36.5162735,0,0
04-Jan-20 20:46:00,11,6.900000095,37,0,0
04-Jan-20 20:47:00,11,6.900000095,37,0,0
04-Jan-20 20:48:00,11,6.900000095,37,0,0
04-Jan-20 20:49:00,11,6.900000095,37,0,0
04-Jan-20 20:50:00,11,6.900000095,37,0,0
04-Jan-20 20:51:00,11,6.900000095,37,0,0
04-Jan-20 20:52:00,11,6.900000095,37,0,0
04-Jan-20 20:53:00,11,6.84850359,36,0,0
04-Jan-20 20:54:00,11,6.854375362,36,0,0
04-Jan-20 20:55:00,11,6.900000095,36,0,0
04-Jan-20 20:56:00,11,6.900000095,36,0,0
04-Jan-20 20:57:00,11,6.800000191,36,0,0
04-Jan-20 20:58:00,11,6.800000191,36,0,0
04-Jan-20 20:59:00,11,6.800000191,36,0,0
04-Jan-20 21:00:00,11,6.800000191,36,0,0
04-Jan-20 21:01:00,11,6.800000191,36,0,0
04-Jan-20 21:02:00,11,6.800000191,36,0,0
04-Jan-20 21:03:00,11,6.800000191,36,0,0
04-Jan-20 21:04:00,11,6.800000191,36,0,0
04-Jan-20 21:05:00,11,6.900000095,36,0,0
